Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
The Dam Bill,The 1935 bill authorizing this humongous concrete dam mentions the Columbia Basin Compact,the Grand Coulee Dam,Brad Rutter,False,False,"2,000",True,12,The Greatest of All Time game #6,"Thursday, January 9, 2020",Double Jeopardy! Round
Modern Family,"Starbucks uses it to describe a drink such as Frappuccino; in families, it describes one with stepsiblings living together",blended,James Holzhauer,False,False,200,False,30,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Bachelor,"In 1693 this physicist & lifelong bachelor said friend John Locke ""endeavored to embroil me with women""",Newton,Brad Rutter,False,False,200,False,29,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Good Doctor,"He tested his killed polio virus vaccine on himself, but never patented the vaccine or earned any money from its discovery",Jonas Salk,Ken Jennings,False,False,200,False,28,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
"Blank-""Ish""",Gory horror movies are not for these people who are easily nauseated,squeamish,Ken Jennings,False,False,200,False,27,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Stump Town,"In the names of Iowa cities, this tree precedes Falls & Rapids",Cedar,Brad Rutter,False,False,200,False,26,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Knight Line,"""A verray parfit gentil knight"" describes one of a cast of characters created by this poet",Chaucer,James Holzhauer,False,False,200,False,25,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Modern Family,"Under the Affordable Care Act, dependent children are covered by mom or dad's health insurance until they reach this age",26,Brad Rutter,False,False,400,False,23,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Bachelor,"When fiancee Ann Coleman died soon after breaking off their engagement in 1819, this man returned to politics & never married",(James) Buchanan,Ken Jennings,False,False,400,False,22,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Good Doctor,"Getting an M.D. at 17, he later joined the Army Medical Corps, where he figured out the cause of yellow fever",(Walter) Reed,Ken Jennings,False,False,400,False,21,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
"Blank-""Ish""",To add fake details to a real story to make it sound better,embellish,Brad Rutter,False,False,400,False,20,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Stump Town,This Florida coastal town incorporated in 1911 says its name comes from coconuts retrieved from the wreck of the Providencia,Palm Beach,Ken Jennings,False,False,400,False,6,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Knight Line,"""Now, Hal, what time of day is it, lad?"" is this knight's first line of dialogue",Falstaff,Ken Jennings,False,False,400,False,24,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Modern Family,"In world news, this policy whose end was announced in 2015 is estimated to have prevented 400 million births",the one-child policy,James Holzhauer,False,False,600,False,8,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Bachelor,This man was a bachelor during his 3 terms as mayor of New York City from 1978 to 1989,Ed Koch,Ken Jennings,False,False,600,False,15,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Good Doctor,"Le bon docteur René Laënnec invented a monaural version of this instrument, long a staple of the medical kit",a stethoscope,Ken Jennings,False,False,600,False,16,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
"Blank-""Ish""","In a chemical reaction, sulfur combines with silver to create this dark coating",tarnish,Ken Jennings,False,False,600,False,19,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Stump Town,The fabulous skiing of Snowmass is about 10 miles west of this city,"Aspen, Colorado",,True,False,600,False,5,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Knight Line,"""Where is Becket, the traitor to the king?"" say the knights in this 1935 verse play",Murder in the Cathedral,James Holzhauer,False,False,600,False,2,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Modern Family,"Among 18- to 34-year-olds, 2/3 of Italians live here, as opposed to 1/3 of Germans & Brits",with their parents,Brad Rutter,False,False,800,False,11,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Bachelor,"This unwed artist called his paintings his children & had more than 1,000 with him when he died near Oslo in 1944",(Edvard) Munch,Brad Rutter,False,False,800,False,13,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Good Doctor,In the 1790s this English physician figured out that giving people cowpox would protect them against smallpox,(Edward) Jenner,Ken Jennings,False,False,800,False,9,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
"Blank-""Ish""",Estuaries & swamps have this type of water not quite as briny as the ocean,brackish,James Holzhauer,False,False,800,False,18,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Stump Town,A 3-letter tree is in the name of this Oregon city known for a Shakespeare festival,Ashland,Ken Jennings,False,False,800,False,3,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Knight Line,"This knight ""blew upon the war-horn in dolor and in pain/ and all the Frenchmen hearkened and the Emperor Charlemagne""",Roland,Ken Jennings,False,False,800,False,1,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Modern Family,"In U.S. marriages with husband & wife working, this is now the case for 29% of wives, up from 18% in the 1980s",they outearn their husbands,Ken Jennings,False,False,1000,False,14,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Bachelor,The invisible hand of Cupid did not strike this 18th c. Scot who lived with his mother Margaret for much of his life,Adam Smith,James Holzhauer,False,False,1000,False,12,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The Good Doctor,"A vizier to Djoser, this Egyptian was one of the few mortals to be completely deified & was worshipped as the god of medicine",Imhotep,Ken Jennings,False,False,"3,800",True,10,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
"Blank-""Ish""","This, another word for a fanfare, means the king has arrived",a flourish,Ken Jennings,False,False,1000,False,17,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Stump Town,Poplar Bluff is in Missouri; this tree Bluff is in Arkansas,Pine,James Holzhauer,False,False,1000,False,4,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
Knight Line,"The Red Cross Knight is ""pricking on the plaine"" in Book 1 of this long, long 1590 poem (""pricking"" meant spurring a horse)",The Faerie Queene,Ken Jennings,False,False,1000,False,7,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Jeopardy! Round
The World According To Kareem,"(Kareem Abdul-Jabbar delivers the clue.)  I've shared the court with many great players, but one of the best was Oscar Robertson, who as my teammate on the 1971 NBA champion Milwaukee Bucks wore this number appropriate for a point guard",1,James Holzhauer,False,False,400,False,21,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
British Stuff,"The Radcliffe this, from a Latin word for a chamber, isn't photo equipment but a reading room at Oxford",Camera,Ken Jennings,False,False,400,False,30,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Albums,"With its debut album featuring ""Who Can It Be Now?"", this band went to No. 1 on at least 2 continents",Men at Work,James Holzhauer,False,False,400,False,23,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
History,Francis Drake became Sir Francis in April 1581 in the presence of this monarch,Elizabeth I,James Holzhauer,False,False,400,False,29,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Jeoportmanteau!,A kyber crystal-powered weapon plus baseball statistics analysis system of Bill James,lightSabermetrics,James Holzhauer,False,False,400,False,28,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The Arts,In 1957 Danish architect Jørn Utzon won a contest to design this; his winning entry featured sail-like shells,the Sydney Opera House,James Holzhauer,False,False,400,False,27,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The World According To Kareem,"(Kareem Abdul-Jabbar delivers the clue.)  ""Give kids a shot that can't be blocked"" is the mission of my educational foundation for children named for this, my signature basketball move",the skyhook,James Holzhauer,False,False,800,False,20,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
British Stuff,"In 2019 the venerable travel firm named for this man suddenly collapsed, stranding 150,000 Brits abroad on holiday",Cook,Ken Jennings,False,False,800,False,24,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Albums,"""Follow God"" & ""Closed On Sunday"" are tracks on this 2019 Kanye West album",Jesus Is King,,True,False,800,False,22,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
History,"Making it tough on the pres. seeking re-election, the Dow Jones Industrial Average hit an all-time low of 41.22 in this year",1932,Brad Rutter,False,False,800,False,4,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Jeoportmanteau!,"Sentient creature like Olaf or Frosty plus ""the #1 kosher wine brand in America""",snowManischewitz,Brad Rutter,False,False,800,False,25,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The Arts,"Ceramicist Beatrice Wood was nicknamed ""The Mama"" of this art movement",Dada,James Holzhauer,False,False,800,False,26,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The World According To Kareem,"(Kareem Abdul-Jabbar delivers the clue.)  My heroes include this man killed in 1770 who's been lauded as ""the first to defy, the first to die"" & ""the first to pour out his blood as a precious libation on the altar of a people's rights""",Crispus Attucks,James Holzhauer,False,False,1200,False,19,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
British Stuff,You'll find an amphibian in the name of this classic English dish that features sausage & Yorkshire pudding,toad in the hole,Ken Jennings,False,False,1200,False,17,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Albums,"""You go back to her"" but Amy Winehouse goes elsewhere on this title track","""Back To Black""",James Holzhauer,False,False,1200,False,18,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
History,In 1976 a military junta seized power in Argentina not from Eva Peron but from this widow,Isabel Perón,Ken Jennings,False,False,1200,False,2,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Jeoportmanteau!,"Small, oblong Chinese citrus fruit plus rhymed verse employed by Omar Khayyam & Nostradamus",a kumquatrain,Brad Rutter,False,False,1200,False,15,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The Arts,"In 1605 this Brit wrote ""Advancement of Learning""; the ""Screaming Popes"" is a series by a British artist of the same name",(Francis) Bacon,Ken Jennings,False,False,1200,False,10,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The World According To Kareem,(Kareem Abdul-Jabbar delivers the clue.)  As a U.S. cultural ambassador for the State Department I visited several of these Brazilian shanty towns with a Portuguese name & spoke about the importance of education in fighting poverty,favelas,James Holzhauer,False,False,1600,False,9,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
British Stuff,This historic center for cutlery making is represented by the Blades in Premier League soccer,Sheffield,Brad Rutter,False,False,1600,False,6,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Albums,"""Should I Stay Or Should I Go"" was an appropriate song for this album; soon afterward, Mick Jones left The Clash",Combat Rock,James Holzhauer,False,False,1600,False,5,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
History,A heroic last stand at the Battle of Camaron in Mexico holds a special place in the lore of this French group founded in 1831,the Foreign Legion,James Holzhauer,False,False,1600,False,1,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Jeoportmanteau!,Gradual increase in the intensity of a musical piece plus a dental professional who specializes in the pulp of your teeth,crescendodontist,James Holzhauer,False,False,1600,False,14,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The Arts,"In this 1951 play, Serafina's dead husband sports the title ink on his chest",The Rose Tattoo,Ken Jennings,False,False,"15,200",True,11,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The World According To Kareem,"(Kareem Abdul-Jabbar delivers the clue.)  I became a stronger, faster & more intense basketball player through my training with the great Bruce Lee, who pioneered mixed martial arts with the hybrid fighting style he called this, abbreviated JKD",Jeet Kune Do,,True,False,2000,False,16,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
British Stuff,"One of Britain's greatest minds was this 19th century physicist & author of ""A Treatise on Electricity and Magnetism""",James Clerk Maxwell,,False,False,"4,800",True,7,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Albums,"From 1968, the ""Village Green Preservation Society"" album is often considered this British band's masterpiece",The Kinks,James Holzhauer,False,False,2000,False,8,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
History,In 1967 part of Nigeria broke off & declared its independence as this land,Biafra,James Holzhauer,False,False,2000,False,3,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Jeoportmanteau!,Insidious pandemic culprit of 1918 plus delightfully foamy Italian custard,influenzabaglione,,True,False,2000,False,13,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
The Arts,"In the movie ""Fur"" Nicole Kidman played this photographer of people on the edge of society",(Diane) Arbus,James Holzhauer,False,False,2000,False,12,The Greatest of All Time game #7,"Tuesday, January 14, 2020",Double Jeopardy! Round
Broadway,"In a biographical musical, Adrienne Warren portrays this pop icon singing one of her biggest songs""Big wheel keep on turning [turning] / Proud Mary keep on burning [burning] / Rolling, rolling""",Tina Turner,Brad Rutter,False,False,200,False,29,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Nonsense Words,"This author gave us many nonsense words & was not afraid to use them in titles, as in ""Bartholomew and the Oobleck""",Dr. Seuss,Ken Jennings,False,False,200,False,27,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Literary Terms & Devices,"Italian for ""stopping place"" gives us this word for a part of a poem",stanza,Brad Rutter,False,False,200,False,30,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
The Greatest Canadians Of All Time,"(Ryan Reynolds delivers the clue.)  With more than 40 books of poetry, fiction & essays to her name, this author has won the Booker Prize twice: for ""The Blind Assassin"" in 2000 & for ""The Testaments"" in 2019",(Margaret) Atwood,James Holzhauer,False,False,200,False,23,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Math To Roman Numerals To Initials To Names,800 + 250 to this architect of a D.C. landmark dedicated in 1982,Maya Lin,Ken Jennings,False,False,200,False,7,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Welcome Back Boys!,"Inconsistently consistent, he took the oath of office on March 4, 1885 & was back for more on March 4, 1893",Grover Cleveland,James Holzhauer,False,False,200,False,21,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Broadway,Oscar winner Diablo Cody wrote the book for this show that gets its title & music from Alanis Morissette's hit 1995 album,Jagged Little Pill,James Holzhauer,False,False,400,False,28,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Nonsense Words,"In one episode of ""The Big Bang Theory"", Sheldon says, ""you've fallen for one of my classic pranks"" & then this word",bazinga!,James Holzhauer,False,False,400,False,26,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Literary Terms & Devices,"It's the German word for a novel about the education & formative years of the protagonist; ""The Catcher in the Rye"" is one",a bildungsroman,Ken Jennings,False,False,400,False,24,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
The Greatest Canadians Of All Time,"(Ryan Reynolds delivers the clue.)  This educator who thought the printed book was an institution that was fated to disappear gave us an aphorism that has not disappeared: ""the medium is the message""",Marshall McLuhan,James Holzhauer,False,False,400,False,22,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Math To Roman Numerals To Initials To Names,"The square root of 4,000,000 to this guy who hit more than 500 career home runs from 1986 to 2001",Mark McGwire,Ken Jennings,False,False,400,False,6,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Welcome Back Boys!,He's the party hearty family member who returns home & gets a nifty meal in Luke 15,the Prodigal Son,James Holzhauer,False,False,400,False,20,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Broadway,"The 2019 musical ""Hadestown"" goes straight to Hell with Tony winner André de Shields as this Greek messenger god""The wage is nothing and the work is hard / It’s a graveyard in Hadestown""""Way down Hadestown / Way down under the ground""",Hermes,James Holzhauer,False,False,600,False,13,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Nonsense Words,"Created as the name of the ""Lord High Everything Else"" in ""The Mikado"", it now means an important or self-important person",a pooh-bah,Ken Jennings,False,False,600,False,25,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Literary Terms & Devices,"This concept of divine intervention to resolve the plot was used in the Sophocles play ""Philoctetes""",deus ex machina,Ken Jennings,False,False,600,False,8,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
The Greatest Canadians Of All Time,"(Ryan Reynolds delivers the clue.)  With a performing style that was, ah, quirky--he'd hum & sway as he played--this pianist leaped into international acclaim with his 1955 recording of Bach's ""Goldberg Variations""",Glenn Gould,James Holzhauer,False,False,600,False,16,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Math To Roman Numerals To Initials To Names,"5% of 4,000 to this author of ""The NUMA Files"" books & other maritime thrillers",Clive Cussler,Brad Rutter,False,False,600,False,5,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Welcome Back Boys!,In 2019 this hard rock band led by Maynard James Keenan released its first album in 13 years & it went to No. 1,Tool,James Holzhauer,False,False,600,False,19,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Broadway,"""The Inheritance"" reimagines this novelist's ""Howards End"" with 3 generations of gay men in 21st century New York City",Forster,James Holzhauer,False,False,800,False,9,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Nonsense Words,"In the film ""Gone with the Wind"", this word comes before ""Ashley Wilkes told me he likes to see a girl with a healthy appetite""",fiddle-dee-dee!,Ken Jennings,False,False,800,False,12,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Literary Terms & Devices,"Greek for ""exaggeration"" gives us this device, an intentionally exaggerated figure of speech",hyperbole,James Holzhauer,False,False,800,False,1,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
The Greatest Canadians Of All Time,"(Ryan Reynolds delivers the clue.)  After losing part of his right leg to cancer, he embarked on a Marathon of Hope, running across Canada to raise money to fight cancer; he ran almost a marathon a day for 143 days but stopped short of his goal when the cancer spread to his lungs",(Terry) Fox,Ken Jennings,False,False,800,False,15,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Math To Roman Numerals To Initials To Names,"(1,000 / 2) - 350 to this rock singer who was also a 1997 Golden Globe nominee",Courtney Love,,False,False,"1,000",True,3,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Welcome Back Boys!,"In 1985 John Sculley & the tech company's board demoted this co-founder, but he was back in charge in 1997",Steve Jobs,James Holzhauer,False,False,800,False,18,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Broadway,"Based on the hit film, this 2019 musical set in Montmartre stars Aaron Tveit & Karen Olivo as the lovers Christian & Satine",Moulin Rouge!,James Holzhauer,False,False,1000,False,10,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Nonsense Words,"In ""Jabberwocky"" ""the vorpal blade went"" this sibilant sound",snicker-snack,James Holzhauer,False,False,1000,False,11,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Literary Terms & Devices,This metrical foot is 2 short or unstressed syllables followed by one long or stressed one,anapest,Ken Jennings,False,False,1000,False,4,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
The Greatest Canadians Of All Time,"(Ryan Reynolds delivers the clue.)  A career diplomat, he helped create NATO & the United Nations, won the Nobel Peace Prize for solving the Suez Crisis in 1956 & as the prime minister of Canada, ushered in a little thing we call universal medicare",Lester Pearson,Ken Jennings,False,False,1000,False,14,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Math To Roman Numerals To Initials To Names,"102 minus 10 to this Latin bandleader, ""The Rumba King""",Xavier Cugat,Ken Jennings,False,False,1000,False,2,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Welcome Back Boys!,"On Dec. 19, 1972 astronauts Cernan, Schmitt & Evans splashed down in the Pacific as this last manned Moon mission came to an end",Apollo 17,James Holzhauer,False,False,1000,False,17,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Jeopardy! Round
Once Upon A Time In Hollywood,This alliterative name for a hangout of western movie extras made the news in 1940 when one cowboy gunned down another for real,Gower Gulch,,True,False,400,False,27,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Vice Presidents,"In the 1990s he was the answer to a famous ""Got Milk?"" commercial",Aaron Burr,Brad Rutter,False,False,400,False,25,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
"Surprise Me, Trebek","In July 2019 the approach of one of these was announced only hours before it passed within 45,000 miles of earth",an asteroid,Ken Jennings,False,False,400,False,1,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Disputed Territories,"(Sarah of the Clue Crew shows a map on the monitor.)  The ownership of Hans Island, located between Ellesmere Island & Greenland, is disputed; Canada stakes its claim by raising its flag there & leaving bottles of rye, while this other country puts up its flag & leaves bottles of aquavit",Denmark,Ken Jennings,False,False,400,False,28,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Purple Reign,"At its height in the 1920s & 1930s, the Purple Gang reigned over this large Midwestern city's underworld",Detroit,James Holzhauer,False,False,400,False,29,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Phrases & Expressions,2 antonyms make up this phrase for a legal case with an obvious verdict,open and shut,James Holzhauer,False,False,400,False,30,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Once Upon A Time In Hollywood,"The first Academy Awards, held at the Roosevelt Hotel in 1929, saw this war movie winning for ""Outstanding Picture""",Wings,Ken Jennings,False,False,800,False,26,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Vice Presidents,"Before Mike Pence, he was the last vice president from the state of Indiana",Dan Quayle,James Holzhauer,False,False,800,False,24,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
"Surprise Me, Trebek","(Conan O'Brien delivers the clue.)  2 of you contestants will love this: the supercomputer Watson come on my show & irritated this sidekick so much, he took Watson to the roof & threw it off",Andy Richter,James Holzhauer,False,False,800,False,23,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Disputed Territories,Spain increased controls on its border with this territory after a 2013 dispute with Britain over fishing rights,Gibraltar,James Holzhauer,False,False,800,False,9,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Purple Reign,"Way back in the 19th century, the football team of this school that's now in the Big Ten was nicknamed ""The Purple""",Northwestern,James Holzhauer,False,False,800,False,17,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Phrases & Expressions,5-word phrase said when turning down fatty food or folding a poker hand,too rich for my blood,James Holzhauer,False,False,800,False,18,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Once Upon A Time In Hollywood,In 1992 Ava Gardner's bloomers & Madonna's bustier were stolen from this business' lingerie museum,Frederick\'s,James Holzhauer,False,False,1200,False,6,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Vice Presidents,Pictured here is Theodore Roosevelt with this veep who gave his name to an Alaska city,Charles Fairbanks,Ken Jennings,False,False,1200,False,3,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
"Surprise Me, Trebek","In a 1998 shocker, Jesse Ventura was elected Minnesota governor, becoming this party's first candidate to win statewide office",Reform,James Holzhauer,False,False,1200,False,22,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Disputed Territories,This legendary birthplace of Aphrodite has been in dispute between its Greek & Turkish residents for decades now,Cyprus,Ken Jennings,False,False,1200,False,7,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Purple Reign,"It's the 4-letter title of the Deep Purple Top 10 hit with that ""na-na-na-na"" part","""Hush""",James Holzhauer,False,False,1200,False,11,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Phrases & Expressions,"Thomas Carlyle described a leader as ""soft of speech...yet with an inflexible rigor of command"": this metaphor",an iron hand in a velvet glove,Ken Jennings,False,False,1200,False,12,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Once Upon A Time In Hollywood,Tip your hat to this Vine Street restaurant where it's said Clark Gable proposed to Carole Lombard,the Brown Derby,James Holzhauer,False,False,1600,False,2,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Vice Presidents,"Hubert H. Humphrey had the monogram H.H.H.; for this 19th century veep, it was H.H.",(Hannibal) Hamlin,Ken Jennings,False,False,1600,False,4,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
"Surprise Me, Trebek","This big landlocked African country was surprised to be added to the USA's 2017 travel ban, but was removed from the list in 2018",Chad,James Holzhauer,False,False,"20,200",True,19,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Disputed Territories,"A winter capital of its maharajas, this place is paired with Kashmir in the name of an Indian union territory",Jammu,James Holzhauer,False,False,1600,False,8,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Purple Reign,"Porphyrogeniture is succession by the 1st son ""born in the purple"", while dad was king; this is succession by the 1st son born anytime",primogeniture,Ken Jennings,False,False,1600,False,14,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Phrases & Expressions,"In a 1901 novel a girl is seized by a Frenchman & ""perhaps carried off to"" this dreadful destiny",a fate worse than death,,True,False,1600,False,13,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Once Upon A Time In Hollywood,In 1961 the Hollywood Palladium on Sunset Blvd. became the longtime home of this N.D.-born man & his orchestra,Lawrence Welk,,True,False,2000,False,21,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Vice Presidents,"In 1900, 3 years after leaving the vice presidency, he welcomed a grandson given the same name, later a candidate for president",Adlai Stevenson,Ken Jennings,False,False,"5,000",True,5,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
"Surprise Me, Trebek",A surprise attack at these plains in Quebec in 1759 led to the British gaining control of New France,the Plains of Abraham,Ken Jennings,False,False,2000,False,20,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Disputed Territories,"Russia recognizes Abkhazia's independence, declared in 1999, but this country, in which Abkhazia lies, does not",Georgia,Ken Jennings,False,False,2000,False,10,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
Purple Reign,"AKA royal purple, the famed dye named for this Phoenician city was produced during the Bronze Age",Tyre,James Holzhauer,False,False,2000,False,15,The Greatest of All Time game #8,"Tuesday, January 14, 2020",Double Jeopardy! Round
