Category,Clue,Correct Response,Answered Correctly,Triple Stumper,All Wrong Answers,Clue Value,Daily Double,Selection Order,Episode,Date First Aired,Round
"""X"", ""Y"", ""Z""","For silent film star Francis X. Bushman, ""X."" marked the spot for this middle name",Xavier,Roger Storm,False,False,400,False,6,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
1989,"On Sept. 20, 1989 he was sworn in as the new President of South Africa",de Klerk,Bruce Seymour,False,False,600,False,22,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Religion,The Augsburg Confession of 1530 sets forth the basic tenets of this denomination,Lutheranism,Keith Walker,False,False,600,False,12,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Potpourri,Our largest national park outside Alaska,Yellowstone,Keith Walker,False,False,600,False,28,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Tv Sitcoms,"""Bub"" was Michael Francis O'Casey's nickname on this series",My Three Sons,Roger Storm,False,False,600,False,4,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Deserts,The Petrified Forest is in this brilliantly colored Arizona desert,the Painted Desert,Roger Storm,False,False,600,False,15,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
"""X"", ""Y"", ""Z""","Personally, we think this tree's name sounds like a personal pronoun",yew,Keith Walker,False,False,600,False,8,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
1989,1 of 2 artists whose works led to a dispute between the Nat'l Endowment for the Arts & Senator Helms,Mapplethorpe (or Andres Serrano),Bruce Seymour,False,False,800,False,23,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Religion,"Surprisingly, this Jewish holiday falls on the 1st of Tishri, which the Bible calls the 7th mo.",the Jewish New Year (or Rosh Hashanah),Keith Walker,False,False,800,False,19,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Potpourri,The current cost of mailing a standard postcard,15 cents,Keith Walker,False,False,800,False,29,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Tv Sitcoms,"""Blood on the Badge"" was a novel written by Detective Ron Harris on this sitcom",Barney Miller,Keith Walker,False,False,800,False,5,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Deserts,Desert sand consists mainly of grains of this hard mineral,silicon dioxide (or quartz),Roger Storm,False,False,800,False,16,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
"""X"", ""Y"", ""Z""",The Spaniards went searching for the 7 cities of Cibola & found these Indians,the Zuni Indians,Bruce Seymour,False,False,800,False,9,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
1989,He died in Hawaii in September at age 72,Ferdinand Marcos,Keith Walker,False,False,1000,False,24,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Religion,"The term ""puritan"" first described a faction within this church",the Anglican Church (or the Church of England),Roger Storm,False,False,1000,False,26,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Potpourri,"If you cut yourself while shaving, you may want to use this stick of alum to stop the bleeding",a styptic pencil,Roger Storm,False,False,1000,False,30,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Tv Sitcoms,"The relationship of Granny to Jed Clampett in ""The Beverly Hillbillies""",mother-in-law,Keith Walker,False,False,1000,False,7,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
Deserts,"Containing much vegetation, this part of southern Africa is considered semidesert, not true desert",the Kalahari,Keith Walker,False,False,1000,False,17,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
"""X"", ""Y"", ""Z""",Socrates' shrewish spouse,Xanthippe,Bruce Seymour,False,False,1000,False,10,Super Jeopardy! show #8,"Saturday, August 4, 1990",Jeopardy! Round
World Literature,This Upton Sinclair book helped convince Teddy Roosevelt to back the Pure Food & Drug Act,The Jungle,Bruce Seymour,False,False,500,False,22,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
U.S. Government,"To thwart counterfeiters, this agency printed ""Green Cards"" in pink in 1989",the INS (Immigration & Naturalization Service),Bruce Seymour,False,False,500,False,23,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Classical Music,"When his ""Lohengrin"" premiered in 1850, this composer was in exile in Switzerland",Wagner,Roger Storm,False,False,500,False,2,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
The New World,A stockade across Lower Manhattan built to protect the colony gave its name to this street,Wall Street,Roger Storm,False,False,500,False,10,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Skyscrapers,The mast atop the Empire State Building was designed as a mooring for these rigid airships,dirigibles,Keith Walker,False,False,500,False,1,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Royalty,King Boris III of Bulgaria was the son-in-law of this country's King Victor Emmanuel III,Italy,Bruce Seymour,False,False,500,False,14,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
World Literature,"In this novel, Dostoevski's last, a son is falsely accused of murdering his father",The Brothers Karamazov,Bruce Seymour,False,False,1000,False,18,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
U.S. Government,"This agency produces about 22,000 copies of the Congressional Record each day",Government Printing Office,Roger Storm,False,False,1000,False,24,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Classical Music,"Schubert's ""Quintet for Piano & Strings in a Major"" has been given this ""fishy"" nickname","""The Trout""",Bruce Seymour,False,False,1000,False,7,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
The New World,Ponce de Leon explored much of Florida while looking for this,the Fountain of Youth,Bruce Seymour,False,False,1000,False,11,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Skyscrapers,"You can see the edge of the Great Plains to the west from the ""Skydeck"" of this tallest U.S. skyscraper",the Sears Tower,Roger Storm,False,False,1000,False,3,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Royalty,"Before allowing Portugal's Manuel I to marry their daughter, this couple forced him to expel the Jews",Ferdinand & Isabella,Keith Walker,False,False,1000,False,13,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
World Literature,For 10 years this greatest of German poets practically ran the duchy of Saxe-Weimar,Goethe,Bruce Seymour,False,False,1500,False,19,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
U.S. Government,The Food Stamp Program is administered by this Cabinet department,the Department of Agriculture,Roger Storm,False,False,"7,500",True,28,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Classical Music,"Composer of the following work, known the world over:",(Frederic) Chopin,Bruce Seymour,False,False,"3,000",True,8,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
The New World,"The Manhasset, Shinnecock, Patchogue & Montauk Indians all lived on this island",Long Island,Keith Walker,False,False,1500,False,25,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Skyscrapers,World Almanac lists the Gateway Arch as this city's tallest building,St. Louis,Roger Storm,False,False,1500,False,4,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Royalty,King Gustav VI of this country was an archaeologist & an authority on Chinese ceramics,Sweden,Bruce Seymour,False,False,1500,False,15,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
World Literature,"This Greek writer continued the story of Ulysses in his 1938 poem, ""The Odyssey: A Modern Sequel""",Nikos Kazantzakis,,True,False,2000,False,20,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
U.S. Government,In August 1989 Colin Powell became the first Black appointed to this position,the Head of the Joint Chiefs of Staff,Roger Storm,False,False,2000,False,29,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Classical Music,"At the young age of 38, he was chosen to direct the Boston Symphony, the 1st Asian so honored",Seiji Ozawa,Roger Storm,False,False,2000,False,9,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
The New World,This Russian capital of Alaska was originally called New Archangel,Sitka,,True,False,2000,False,26,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Skyscrapers,The state office tower named for former Gov. James A. Rhodes is this city's tallest building,"Columbus(, Ohio)",Roger Storm,False,False,2000,False,5,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Royalty,Her royal blood made her a suitable wife for Napoleon; she was the niece of Marie Antoinette,Maria Luisa,Bruce Seymour,False,False,2000,False,16,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
World Literature,"King Louis XIV provided this author of ""The Misanthrope"" with a permanent theatre near the Louvre",Moliere,Bruce Seymour,False,False,2500,False,21,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
U.S. Government,"In 1983 this agency's 1st head, Wm. Ruckelshaus, again assumed its reins, succeeding Anne Burford",the Environmental Protection Agency,Keith Walker,False,False,2500,False,30,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Classical Music,"Pierluigi, 16th c. composer of the ""Mass of Pope Marcellus II"", is better known by this name of his hometown",Palestrina,Bruce Seymour,False,False,2500,False,12,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
The New World,"Named for landowner Abraham Martin, the Plains of Abraham were the site of this war's key battle",the French & Indian War,Roger Storm,False,False,2500,False,27,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Skyscrapers,German architect & father of the International Style who was known for his steel & glass skyscrapers,Mies van der Rohe,Bruce Seymour,False,False,2500,False,6,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Royalty,"The only son of Nicholas II, he was the 1st male heir born to a reigning Romanov czar since the 1600s",Alexei,Bruce Seymour,False,False,2500,False,17,Super Jeopardy! show #8,"Saturday, August 4, 1990",Double Jeopardy! Round
Current Events,Animal-rights activists have accused the navy of using these mammals as underwater “hit men”,dolphins,Chuck Forrest,False,False,200,False,4,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Non-Potent Potables,"To make lemon juice into lemonade, these 2 ingredients must be added",sugar and water,Ron Black,False,False,200,False,20,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Sports,In May 1990 this Lakers player became the first guard in NBA history to win 3 MVP awards,Magic Johnson,Dave Traini,False,False,200,False,8,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Proverbs,"“East, west”, this “is best”",home,Yael Sofaer,False,False,200,False,11,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
World Capitals,King Christian IV built the Round Tower in this Danish capital as an astronomical observatory,Copenhagen,Dave Traini,False,False,200,False,1,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Odds & Ends,"The huge African goliath frogs entered in this May 1990 event in Angels Camp, CA. lost big",Calaveras County frog jumping contest,Dave Traini,False,False,200,False,5,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Current Events,"After Lithuania & Estonia, it became the final Baltic republic to proclaim its independence",Latvia,Yael Sofaer,False,False,400,False,15,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Non-Potent Potables,"This powder mixed with milk is made from ground, kiln-dried, sprouted barley",malt,,False,False,400,False,23,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Sports,"In 1978 he won the heavyweight boxing title; 7 years later, his brother Michael did the same",(Leon) Spinks,Yael Sofaer,False,False,400,False,14,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Proverbs,"“The nearer” this, “the sweeter the flesh”",the bone,,False,False,400,False,18,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
World Capitals,Yarralumla House in this Australian capital is the residence of the governor-general,Canberra,Yael Sofaer,False,False,400,False,2,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Odds & Ends,"The pluribus, or many, in our motto “E Pluribus Unum” originally referred to this number",13,Yael Sofaer,False,False,400,False,9,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Current Events,"In March, for the first time, it reached $3 trillion",national debt,Ron Black,False,False,600,False,16,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Non-Potent Potables,"The color of this coffee drink reminded Italians of the color of a monk's habit, hence its name",cappuccino,Chuck Forrest,False,False,600,False,24,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Sports,1 of 3 jockeys who have won the Kentucky Derby 4 or more times,Willie Shoemaker (Bill Hartack or Eddie Arcaro),Dave Traini,False,False,600,False,17,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Proverbs,Alexander Pope's “Essay on Criticism” gave us this proverb on the recklessness of fools,fools rush in where angels fear to tread,Chuck Forrest,False,False,600,False,19,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
World Capitals,The name of Martinque's capital includes the name of this country which colonized it,Fort-de-France,Chuck Forrest,False,False,600,False,3,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Odds & Ends,Though she stopped wearing those pantaloons in 1859 her name is still synonymous with them,(Amelia) Bloomer,Dave Traini,False,False,600,False,10,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Current Events,"For health reasons, she stepped down as head of the Missionaries of Charity",Mother Teresa,Ron Black,False,False,800,False,21,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Non-Potent Potables,"Introduced into Spain by Cortes, in the 17th century it became a fashionable drink",chocolate,Yael Sofaer,False,False,800,False,29,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Sports,This Oakland A's pitcher was the only man with 3 20-win seasons in the 1980s,Dave Stewart,Ron Black,False,False,800,False,26,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Proverbs,One of these “is never known till needed” & one “to all is” one “to none”,friend,Ron Black,False,False,800,False,25,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
World Capitals,The churches & convents in this capital of Ecuador are renowned for their art treasures,Quito,Ron Black,False,False,800,False,6,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Odds & Ends,"On May 5, 1960 the U.S. claimed it was a weather plane",U2,Yael Sofaer,False,False,800,False,12,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Current Events,"In an upset victory, she was voted in as Nicaragua's new president",(Violeta) Chamorro,Dave Traini,False,False,1000,False,22,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Non-Potent Potables,"Named for the peer it was created for, this black tea is often flavored with oil of bergamot",Earl Grey,Yael Sofaer,False,False,1000,False,30,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Sports,"Randy Barnes, world record holder in this event, has licensed plates that read “80 feet”",shot put,Ron Black,False,False,1000,False,27,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Proverbs,“No man is” one of these “to his valet”,hero,Dave Traini,False,False,1000,False,28,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
World Capitals,"The mausoleum of Kemal Attaturk in this city wasn't completed until 1953, 15 years after his death",Ankara,Ron Black,False,False,"1,000",True,7,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Odds & Ends,"After digging about 76 million cubic yards of earth to build a Panama canal, his firm went bankrupt in 1889",Ferdinand de Lesseps,Ron Black,False,False,1000,False,13,Super Jeopardy! show #9,"Saturday, August 11, 1990",Jeopardy! Round
Psych 103,In 1938 this biologist was asked to teach a course on sex & marriage at Indiana Univ.,Kinsey,Ron Black,False,False,500,False,7,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Ancient History,By 221 B.C. the Ch'in state had defeated the Ch'u to form this country's 1st unified empire,China,Ron Black,False,False,500,False,3,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Authors,Ellis Weiner is listed as the co-author of her “Mayflower Manners”,Sydney Biddle Barrows,Chuck Forrest,False,False,500,False,22,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Rocks & Minerals,Originally these were quartz pebbles found in the Rhine River,rhinestones,Dave Traini,False,False,500,False,10,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Presidents,"A month after taking office, he granted former president Nixon a full pardon",Ford,Dave Traini,False,False,500,False,23,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Sammy Davis Jr.,"3-letter title of Sammy's last film, or a type of dancing at which he excelled",tap,Yael Sofaer,False,False,500,False,29,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Psych 103,The digit-span test doesn't measure the width of your hand but how many of these you can recall,numbers,Yael Sofaer,False,False,1000,False,14,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Ancient History,"Linus, the second to hold this office, reigned circa 69-79 A.D.",pope,Yael Sofaer,False,False,1000,False,6,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Authors,"This marine biologist also wrote “The Sea Around Us”, but she's better known for “Silent Spring”",(Rachel) Carson,Yael Sofaer,False,False,1000,False,21,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Rocks & Minerals,There are deposits of this type of coal under half of West Virginia,bituminous,Chuck Forrest,False,False,1000,False,26,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Presidents,His sudden death in 1923 led some to believe that he had been poisoned by his wife,Harding,Ron Black,False,False,1000,False,25,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Sammy Davis Jr.,"After he nearly died in an auto accident, Sammy converted to this religion",Judaism,Yael Sofaer,False,False,1000,False,30,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Psych 103,Swiss psychiatrist who said there is a “collective unconscious” shared by all manking,(Carl Gustav) Jung,Chuck Forrest,False,False,1500,False,15,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Ancient History,The Seleucid Kingdom which once stretched from Thrace to India was a fragment of his empire,Alexander the Great,Dave Traini,False,False,1500,False,5,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Authors,His reporting job in D.C. provided him with material for his novel “Advise and Consent”,(Allen) Drury,Yael Sofaer,False,False,1500,False,20,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Rocks & Minerals,Some of these fine-grained laminated sedimentary rocks are a source of oil,shales,Ron Black,False,False,1500,False,12,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Presidents,"After his son Willie died, he participated in several seances to try to contact him",Abraham Lincoln,Dave Traini,False,False,1500,False,11,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Sammy Davis Jr.,"This song, a hit for Sammy in 1969, was played at his memorial service: [Audio] Whether I'm right or whether I'm wrong..","""I\'ve Gotta Be Me""",,False,False,50,True,8,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Psych 103,"In this type of study, first done at McGill Univ., students were paid to feel, see, hear & touch nothing",sense deprivation,Dave Traini,False,False,"11,500",True,24,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Ancient History,"Almost all of the Roman supply of this metal came from Cyprus, so they named it for the island",copper,Chuck Forrest,False,False,2000,False,4,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Authors,"He grew up in Hollywood & hist first novel, “What Makes Sammy Run?”, was about an amoral studio exec",(Budd) Schulberg,Dave Traini,False,False,2000,False,9,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Rocks & Minerals,"Connemara, Ireland is famous for the green-streaked variety of this stone",marble,Yael Sofaer,False,False,2000,False,13,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Presidents,"His wife, M.W. Skelton, died 18 years before he took office, making him the 1st widower president",Thomas Jefferson,,False,False,2000,False,16,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Sammy Davis Jr.,The 1956 musical that Sammy starred in wasn't “Mr. Entertainment” but “Mr.” this,Wonderful,,False,False,2000,False,28,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Psych 103,John B. Watson founded this school of psychology that studies human actions and reactions,behaviorism,Chuck Forrest,False,False,2500,False,19,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Ancient History,Cambyses II of this country ruled Egypt during its 27th dynasty,Persia,Chuck Forrest,False,False,2500,False,1,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Authors,When he won his Nobel Prize this author of “100 Years of Solitude” said Faulkner influenced him,(Gabriel Garcia) Marquez,Dave Traini,False,False,2500,False,2,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Rocks & Minerals,"Now under the Coronation Chair, this stone came to England from Scotland",Stone of Scone,Dave Traini,False,False,2500,False,18,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Presidents,He's nicknamed the “Era of Good Feeling President”,Monroe,Ron Black,False,False,2500,False,17,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
Sammy Davis Jr.,Sammy performed in vaudeville with his father & his “adopted uncle” in this trio,Will Mastin,,False,False,2500,False,27,Super Jeopardy! show #9,"Saturday, August 11, 1990",Double Jeopardy! Round
“Cat”Egory,A substance that speeds up a chemical reaction without being consumed itself is called this,catalyst,Keith Bell,False,False,200,False,16,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Seas,"The early Romans called it mare nostrum, meaning “our sea”",Mediterranean,Michael Rankins,False,False,200,False,1,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Toys & Games,D. Gottlieb ws the company that introduced the first one with “flippers” in 1947,pinball machine,Bob Blake,False,False,200,False,23,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Famous Names,"This aviator & aircraft manufacturer died in an airplane en route to Texas April 5, 1976",Howard Hughes,Michael Rankins,False,False,200,False,10,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
The Movies,Edmund Gwenn won the 1947 “Best Supoporting Actor” Oscar for his portrayal of Kris Kringle in this film,Miracle on 34th Street,Keith Bell,False,False,200,False,2,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
5-Letter Animals,"This “lazy” mammal of South America eats, sleeps & travels upside down in trees",sloth,Keith Bell,False,False,200,False,21,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
“Cat”Egory,"It's a tough, thin cord used for  stringing musical instruments & tennis rackets",catgut,Keith Bell,False,False,400,False,17,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Seas,The Chinese call this sea the Hwang Hai,Yellow Sea,Keith Bell,False,False,400,False,3,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Toys & Games,"If you can do the “sleeper” or go “walking the dog”, you're proficient with this toy",yo-yo,Michael Rankins,False,False,400,False,27,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Famous Names,In 1922  she published her book on etiquette aftr reading one that was riddled with errors,Emily Post,Michael Rankins,False,False,400,False,11,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
The Movies,"[Video] It was filmed in Mexico by a Dutch director with an Austrian star [Video: Sharon Stone changes the view on a window with a touch and Arnold Schwarzenegger says, “Let's move to Mars.”]",Total Recall,Michael Rankins,False,False,"1,000",True,5,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
5-Letter Animals,The giant variety of this sea mollusk may grow to  55 feet long,squid,Keith Bell,False,False,400,False,22,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
“Cat”Egory,"A raftlike pleasure boat with 2 hulls, it can be powered by sail or motor",catamaran,Peggi Malys,False,False,600,False,18,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Seas,In 1969 oil was struck in the Efofisk Field in Norway's sector of this sea,North Sea,Michael Rankins,False,False,600,False,4,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Toys & Games,The word game in which the loser goes to the gallows,hangman,Peggi Malys,False,False,600,False,28,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Famous Names,In 1938 this British P.M. used the expressions “Peace with honor“ & “Peace for our time”,Neville Chamberlain,Keith Bell,False,False,600,False,12,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
The Movies,"Tarzan co-star, now 55, who drinks a beer a day & lives with a man in Newbury Park, California",Cheeta,Bob Blake,False,False,600,False,6,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
5-Letter Animals,Europeans know this largest member of the deer family as the elk; we call it this,moose,Michael Rankins,False,False,600,False,24,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
“Cat”Egory,Many early Christians buried their dead in this series of underground vaults or room,catacombs,Michael Rankins,False,False,800,False,19,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Seas,"Aquaba, Jordan's only port, is on an arm of this sea",Red Sea,Michael Rankins,False,False,800,False,7,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Toys & Games,"This ancient game, played with “stones”, is called trictrac in French",backgammon,Michael Rankins,False,False,800,False,29,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Famous Names,"In 1907 she opened her first “casa dei bambini”, a school for the children of a Roman slum",(Maria) Montessori,Keith Bell,False,False,800,False,13,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
The Movies,1979 Oscar-nominated film that climaxed in a bicycle race at Indiana University,Breaking Away,Michael Rankins,False,False,800,False,8,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
5-Letter Animals,Some perfumes are made from the musk of this catlike animal found in Africa & Asia,civet,Bob Blake,False,False,800,False,25,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
“Cat”Egory,"To cry or screech like a cat in heat, or to have a noisy quarrel",caterwaul,Bob Blake,False,False,1000,False,20,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Seas,"Except for Zmeiny off the Danube delta, this sea is virtually devoid of islands",Black Sea,Bob Blake,False,False,1000,False,15,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Toys & Games,The name of this game is from the Latin for “the Lord”,dominoes,Bob Blake,False,False,1000,False,30,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
Famous Names,"32 years after he was elected governor of Tennessee, he was elected governor of Texas",Sam Houston,Bob Blake,False,False,1000,False,14,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
The Movies,"British actor who played J. Algernon Hawthorne in “It's a Mad, Mad, Mad, Mad World”",Terry-Thomas,Michael Rankins,False,False,1000,False,9,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
5-Letter Animals,"Found in Africa, this giraffe relative has a reddish-brown body, white face & striped legs",okapi,Michael Rankins,False,False,1000,False,26,Super Jeopardy! show #10,"Saturday, August 18, 1990",Jeopardy! Round
